,Unnamed: 0,word,sen1,sen2,sen3,choice1,choice2,choice3,mask_typo,sen1_typo,sen2_typo,sen3_typo
548,548,cascade,,,,,,,caascad,,,
549,549,adore,,,,,,,adooree,,,
550,550,lank,,,,,,,lann,,,
551,551,podiatrist,,,,,,,podiaatristt,,,
552,552,aspirant,,,,,,,apirannt,,,
553,553,circuitous,,,,,,,crcuitos,,,
554,554,quicksilver,,,,,,,quicksiilvr,,,
555,555,pomposity,,,,,,,pomsity,,,
556,556,debase,,,,,,,debbae,,,
557,557,decomposition,,,,,,,dcomposittion,,,
558,558,monoplegia,,,,,,,monoplleia,,,
559,559,denigrate,,,,,,,dnigrrate,,,
560,560,gambol,,,,,,,gaambool,,,
561,561,vision,,,,,,,vissionn,,,
562,562,kindle,,,,,,,kiinle,,,
563,563,stun,,,,,,,stuunn,,,
564,564,negate,,,,,,,neggte,,,
565,565,dissident,,,,,,,dissidenntt,,,
566,566,monumental,,,,,,,monumeentaal,,,
567,567,precipitate,,,,,,,preiptate,,,
568,568,oblique,,,,,,,oliqu,,,
569,569,impregnable,,,,,,,impregnabllee,,,
570,570,ravine,,,,,,,rine,,,
571,571,lucre,,,,,,,lur,,,
572,572,dilettante,,,,,,,diletttate,,,
573,573,connubial,,,,,,,connnubbial,,,
574,574,environ,,,,,,,envroon,,,
575,575,falter,,,,,,,fltter,,,
576,576,devise,,,,,,,devissee,,,
577,577,corrode,,,,,,,corde,,,
578,578,rivet,,,,,,,riivt,,,
579,579,poignancy,,,,,,,poiganncy,,,
580,580,foreshadow,,,,,,,foreshhadoww,,,
581,581,slight,,,,,,,sllght,,,
582,582,ort,,,,,,,oortt,,,
583,583,metallurgical,,,,,,,mettallurgiical,,,
584,584,illusory,,,,,,,illusoorry,,,
585,585,willowy,,,,,,,wllow,,,
586,586,arcuate,,,,,,,arcuuat,,,
587,587,outlaw,,,,,,,ouutllaw,,,
588,588,obese,,,,,,,obeesee,,,
589,589,controvert,,,,,,,cotroert,,,
590,590,impart,,,,,,,ipartt,,,
591,591,vagabond,,,,,,,vagabbnd,,,
592,592,topography,,,,,,,toograpy,,,
593,593,severity,,,,,,,seveerit,,,
594,594,withdrawn,,,,,,,witrawn,,,
595,595,assert,,,,,,,asseertt,,,
596,596,posture,,,,,,,potre,,,
597,597,jabber,,,,,,,jbbber,,,
598,598,adventitious,,,,,,,advventitiious,,,
599,599,posthumous,,,,,,,poosthuous,,,
600,600,quisling,,,,,,,quisslin,,,
601,601,seine,,,,,,,senne,,,
602,602,undertaker,,,,,,,undrtaer,,,
603,603,meticulous,,,,,,,metcullous,,,
604,604,divaricate,,,,,,,diaicate,,,
605,605,sophomoric,,,,,,,sopomorric,,,
606,606,defect,,,,,,,deefeect,,,
607,607,glossary,,,,,,,gllossay,,,
608,608,callus,,,,,,,caluss,,,
609,609,irony,,,,,,,irronny,,,
610,610,intractable,,,,,,,intractle,,,
611,611,myriad,,,,,,,myriiadd,,,
612,612,mute,,,,,,,muutee,,,
613,613,servitude,,,,,,,seviude,,,
614,614,fodder,,,,,,,foer,,,
615,615,clich\'e,,,,,,,clc\'e,,,
616,616,monody,,,,,,,mnoddy,,,
617,617,repugnance,,,,,,,repugnancc,,,
618,618,trance,,,,,,,trncce,,,
619,619,jaunty,,,,,,,jaauntyy,,,
620,620,smother,,,,,,,smter,,,
621,621,artless,,,,,,,artesss,,,
622,622,philistine,,,,,,,pilitine,,,
623,623,tipple,,,,,,,tppe,,,
624,624,urticant,,,,,,,utticant,,,
625,625,graphomania,,,,,,,graphoomnia,,,
626,626,totter,,,,,,,tttter,,,
627,627,panegyric,,,,,,,panegyyic,,,
628,628,waft,,,,,,,waat,,,
629,629,nuncheon,,,,,,,nnheon,,,
630,630,pass_off,,,,,,,passsoff,,,
631,631,wane,,,,,,,wann,,,
632,632,finale,,,,,,,file,,,
633,633,forthcoming,,,,,,,frthcming,,,
634,634,incipient,,,,,,,inpient,,,
635,635,abut,,,,,,,aabutut,,,
636,636,eccentric,,,,,,,eccetriic,,,
637,637,pervert,,,,,,,pevrt,,,
638,638,unfeigned,,,,,,,unfeiigne,,,
639,639,fertile,,,,,,,fertillee,,,
640,640,murmur,,,,,,,mrmuur,,,
641,641,reprove,,,,,,,rproove,,,
642,642,disfigure,,,,,,,disfiggurre,,,
643,643,innovation,,,,,,,innovatiionn,,,
644,644,hale,,,,,,,hhalele,,,
645,645,aberration,,,,,,,aberration,,,
646,646,sibilate,,,,,,,sibilaatee,,,
647,647,loathe,,,,,,,loatthee,,,
648,648,respuate,,,,,,,resspuae,,,
649,649,sustenance,,,,,,,sustnaance,,,
650,650,start,,,,,,,statt,,,
651,651,rendezvous,,,,,,,rnddezvous,,,
652,652,mormo,,,,,,,mommo,,,
653,653,beneficiary,,,,,,,beneeficiaary,,,
654,654,shimmer,,,,,,,shimmeerr,,,
655,655,overturn,,,,,,,ovvertur,,,
656,656,static,,,,,,,sttatiic,,,
657,657,labile,,,,,,,labiil,,,
658,658,galactometer,,,,,,,galcometer,,,
659,659,equine,,,,,,,equiie,,,
660,660,belie,,,,,,,bliie,,,
661,661,bohemian,,,,,,,bohheian,,,
662,662,succulent,,,,,,,suuculent,,,
663,663,thespian,,,,,,,thespiiaan,,,
664,664,tenant,,,,,,,tenanntt,,,
665,665,blunt,,,,,,,bluunnt,,,
666,666,incarcerate,,,,,,,incarceaate,,,
667,667,ineffable,,,,,,,inffaable,,,
668,668,camp,,,,,,,ccampmp,,,
669,669,cupidity,,,,,,,cupdiity,,,
670,670,bedizen,,,,,,,bediizn,,,
671,671,prostrate,,,,,,,prosstratte,,,
672,672,scotch,,,,,,,sotc,,,
673,673,dissonance,,,,,,,dissonaanc,,,
674,674,intrude,,,,,,,itrde,,,
675,675,ribald,,,,,,,riaald,,,
676,676,ewe,,,,,,,eewee,,,
677,677,malcontent,,,,,,,mallconten,,,
678,678,bestow,,,,,,,bsttow,,,
679,679,recrudesce,,,,,,,recrudesscee,,,
680,680,strangle,,,,,,,strannle,,,
681,681,conviction,,,,,,,conviciion,,,
682,682,apprehensive,,,,,,,appreehensve,,,
683,683,haughtiness,,,,,,,hughtinness,,,
684,684,underlying,,,,,,,underlyngg,,,
685,685,jocular,,,,,,,jcuular,,,
686,686,averse,,,,,,,averrsee,,,
687,687,commandeer,,,,,,,comandeeer,,,
688,688,synthetic,,,,,,,synttheetic,,,
689,689,limber,,,,,,,limmbe,,,
690,690,putrid,,,,,,,putiid,,,
691,691,secrete,,,,,,,seccret,,,
692,692,retaliate,,,,,,,reetalite,,,
693,693,generality,,,,,,,genealiy,,,
694,694,tenesmus,,,,,,,tenessms,,,
695,695,pathological,,,,,,,pathloogical,,,
696,696,understate,,,,,,,undrrstate,,,
697,697,fractious,,,,,,,fratiious,,,
698,698,asinine,,,,,,,asinniine,,,
699,699,abeyance,,,,,,,abance,,,
700,700,die,,,,,,,ddiee,,,
701,701,solitude,,,,,,,soliitue,,,
702,702,dislodge,,,,,,,diislodgee,,,
703,703,misanthrope,,,,,,,msantrope,,,
704,704,baffle,,,,,,,baffflee,,,
705,705,metaphor,,,,,,,metaapho,,,
706,706,wilt,,,,,,,willtt,,,
707,707,embrace,,,,,,,ebracce,,,
708,708,amass,,,,,,,aasss,,,
709,709,magnate,,,,,,,magnnatte,,,
710,710,catholic,,,,,,,cathliic,,,
711,711,reparable,,,,,,,reparrabl,,,
712,712,autolysis,,,,,,,autolsiss,,,
713,713,sobriety,,,,,,,sobretty,,,
714,714,appoggiatura,,,,,,,apppoggiatur,,,
715,715,physiological,,,,,,,phyysiologcal,,,
716,716,clinquant,,,,,,,cliuant,,,
717,717,monochrome,,,,,,,moncchrome,,,
718,718,bursiform,,,,,,,bursiorrm,,,
719,719,igneous,,,,,,,ineeous,,,
720,720,obsidian,,,,,,,obssidiaan,,,
721,721,halting,,,,,,,hatiing,,,
722,722,countenance,,,,,,,counntenancee,,,
723,723,addiction,,,,,,,adddction,,,
724,724,diffuse,,,,,,,difffusee,,,
725,725,gnosticism,,,,,,,gnsticim,,,
726,726,reseau,,,,,,,resauu,,,
727,727,avarice,,,,,,,avaaricce,,,
728,728,fictitious,,,,,,,fiictitios,,,
729,729,pugnacity,,,,,,,pugnaciitty,,,
730,730,damn,,,,,,,ddamnmn,,,
731,731,bureaucracy,,,,,,,burreaucray,,,
732,732,fringe,,,,,,,frrine,,,
733,733,flense,,,,,,,flenee,,,
734,734,exude,,,,,,,exuue,,,
735,735,renege,,,,,,,reegge,,,
736,736,cautelous,,,,,,,cuteous,,,
737,737,extol,,,,,,,etool,,,
738,738,tend,,,,,,,teen,,,
739,739,progenitor,,,,,,,progniitor,,,
740,740,pathetic,,,,,,,paathettic,,,
741,741,crass,,,,,,,crsss,,,
742,742,veer,,,,,,,verr,,,
743,743,lewd,,,,,,,lewwdd,,,
744,744,sclerotic,,,,,,,sclertiic,,,
745,745,lace,,,,,,,lcce,,,
746,746,entreat,,,,,,,entraat,,,
747,747,materialism,,,,,,,maeriialism,,,
748,748,concerted,,,,,,,cocerte,,,
749,749,sleeper,,,,,,,sleeppe,,,
750,750,delirium,,,,,,,delium,,,
751,751,fulcrum,,,,,,,fulcruumm,,,
752,752,convert,,,,,,,coonverrt,,,
753,753,academic,,,,,,,acaddemi,,,
754,754,fleck,,,,,,,flcck,,,
755,755,paramount,,,,,,,paraamounnt,,,
756,756,cantata,,,,,,,canaata,,,
757,757,punctilious,,,,,,,punctilouus,,,
758,758,abusive,,,,,,,auive,,,
759,759,disconsolate,,,,,,,dsconsolaate,,,
760,760,felicitous,,,,,,,fecitous,,,
761,761,distort,,,,,,,ditorrt,,,
762,762,statute,,,,,,,stattutee,,,
763,763,xenophobia,,,,,,,xeenophoba,,,
764,764,abortifacient,,,,,,,aborrtifaciennt,,,
765,765,laity,,,,,,,lty,,,
766,766,demographic,,,,,,,demorraphic,,,
767,767,occult,,,,,,,occcultt,,,
768,768,pretext,,,,,,,peext,,,
769,769,nemophilist,,,,,,,nmphilist,,,
770,770,citadel,,,,,,,ciael,,,
771,771,trilogy,,,,,,,triilgy,,,
772,772,shuffle,,,,,,,sufflle,,,
773,773,abate,,,,,,,abt,,,
774,774,forsake,,,,,,,frake,,,
775,775,mandatory,,,,,,,mndatoryy,,,
776,776,presumptuous,,,,,,,presumptouus,,,
777,777,mystic,,,,,,,mytc,,,
778,778,consolidation,,,,,,,cnsoldation,,,
779,779,demiurge,,,,,,,demiurrgee,,,
780,780,antidote,,,,,,,anidotte,,,
781,781,equity,,,,,,,eqit,,,
782,782,serendipity,,,,,,,serrenipity,,,
783,783,contrived,,,,,,,conntrrived,,,
784,784,archetype,,,,,,,archeyppe,,,
785,785,solace,,,,,,,soolac,,,
786,786,bricolage,,,,,,,brricolge,,,
787,787,ordain,,,,,,,ordn,,,
788,788,transgression,,,,,,,transgressson,,,
789,789,oath,,,,,,,otth,,,
790,790,trinket,,,,,,,trinnkett,,,
791,791,pisteology,,,,,,,piistology,,,
792,792,corporeal,,,,,,,corporreaal,,,
793,793,purse,,,,,,,puursse,,,
794,794,stalwart,,,,,,,stwart,,,
795,795,reciprocate,,,,,,,reciproaate,,,
796,796,piebald,,,,,,,piebaad,,,
797,797,annuity,,,,,,,annuiitty,,,
798,798,clasp,,,,,,,cls,,,
799,799,limpid,,,,,,,limmpd,,,
800,800,azure,,,,,,,azurr,,,
801,801,cue,,,,,,,ccuee,,,
802,802,rant,,,,,,,raan,,,
803,803,relish,,,,,,,rish,,,
804,804,seasonable,,,,,,,seasonabee,,,
805,805,immobility,,,,,,,immoiliy,,,
806,806,preposterous,,,,,,,prreposteous,,,
807,807,filigree,,,,,,,filgreee,,,
808,808,macabre,,,,,,,macre,,,
809,809,verdant,,,,,,,vrdaant,,,
810,810,decalcomania,,,,,,,decalcomaaniia,,,
811,811,marital,,,,,,,mital,,,
812,812,dynamic,,,,,,,dnaic,,,
813,813,prophylactic,,,,,,,prrohylactic,,,
814,814,impeccable,,,,,,,impeeccabl,,,
815,815,flit,,,,,,,fllt,,,
816,816,universal,,,,,,,unierrsal,,,
817,817,detached,,,,,,,deachhed,,,
818,818,hazy,,,,,,,hayy,,,
819,819,ideology,,,,,,,idoology,,,
820,820,coquette,,,,,,,coette,,,
821,821,outgoing,,,,,,,outgoiinng,,,
822,822,knacker,,,,,,,knnacer,,,
823,823,compartment,,,,,,,comprttment,,,
824,824,explicit,,,,,,,exppliciit,,,
825,825,periphery,,,,,,,peripeery,,,
826,826,spare,,,,,,,spaarre,,,
827,827,cryptoporticus,,,,,,,cryptpporticus,,,
828,828,vixen,,,,,,,ven,,,
829,829,catapult,,,,,,,capult,,,
830,830,elucidate,,,,,,,elcidaate,,,
831,831,petroglyph,,,,,,,petogyph,,,
832,832,boor,,,,,,,booorr,,,
833,833,recreant,,,,,,,recreaantt,,,
834,834,ethnic,,,,,,,etnnic,,,
835,835,uncouth,,,,,,,unccoutth,,,
836,836,hindsight,,,,,,,hndsigt,,,
837,837,inalienable,,,,,,,inalieenabe,,,
838,838,indigenous,,,,,,,indigennouss,,,
839,839,dirge,,,,,,,diirrge,,,
840,840,ensue,,,,,,,enuee,,,
841,841,condole,,,,,,,condollee,,,
842,842,exasperate,,,,,,,exaasperae,,,
843,843,scavenge,,,,,,,scavenngge,,,
844,844,shoot,,,,,,,shhooot,,,
845,845,cloying,,,,,,,coing,,,
846,846,rail,,,,,,,rrailil,,,
847,847,pernicious,,,,,,,perniciuss,,,
848,848,supplicant,,,,,,,supplicaat,,,
849,849,paste,,,,,,,pstte,,,
850,850,fidelity,,,,,,,fidellityy,,,
851,851,expos\'e,,,,,,,exposs'e,,,
852,852,polarize,,,,,,,polariizee,,,
853,853,wake,,,,,,,wwakeke,,,
854,854,bisque,,,,,,,bisqquee,,,
855,855,recurvate,,,,,,,recuvatte,,,
856,856,repast,,,,,,,reastt,,,
857,857,incinerate,,,,,,,incineraae,,,
858,858,stampede,,,,,,,stampeedee,,,
859,859,hypocorism,,,,,,,hyppoccorism,,,
860,860,reticent,,,,,,,reicen,,,
861,861,stigma,,,,,,,stigmm,,,
862,862,desultory,,,,,,,desulltoory,,,
863,863,astigmatism,,,,,,,astigmmatismm,,,
864,864,inquisitive,,,,,,,inquiitiive,,,
865,865,tensile,,,,,,,tenslle,,,
866,866,rancid,,,,,,,raacid,,,
867,867,hortatory,,,,,,,horttatoory,,,
868,868,gavel,,,,,,,gve,,,
869,869,bland,,,,,,,bladd,,,
870,870,grudging,,,,,,,grding,,,
871,871,lustrous,,,,,,,lusroous,,,
872,872,gangrene,,,,,,,gangrreene,,,
873,873,extort,,,,,,,exoort,,,
874,874,misnomer,,,,,,,missnoer,,,
875,875,extraneous,,,,,,,extranneou,,,
876,876,ostentatious,,,,,,,osstenatious,,,
877,877,orthoepy,,,,,,,orhooepy,,,
878,878,resplendent,,,,,,,respleendennt,,,
879,879,feud,,,,,,,fuud,,,
880,880,distinction,,,,,,,disstinctio,,,
881,881,scurvy,,,,,,,scuuvy,,,
882,882,edema,,,,,,,eddea,,,
883,883,adjacent,,,,,,,addjacnt,,,
884,884,colloquy,,,,,,,colloquuyy,,,
885,885,charm,,,,,,,chm,,,
886,886,rebus,,,,,,,reuus,,,
887,887,clangor,,,,,,,clano,,,
888,888,chaste,,,,,,,case,,,
889,889,pine,,,,,,,piinee,,,
890,890,congruent,,,,,,,cngruennt,,,
891,891,luxuriate,,,,,,,luxuuriatte,,,
892,892,implacable,,,,,,,implccable,,,
893,893,turbid,,,,,,,turbbidd,,,
894,894,pittance,,,,,,,pittnc,,,
895,895,fumble,,,,,,,fuumblle,,,
896,896,high-flown,,,,,,,hih--flown,,,
897,897,tabes,,,,,,,tbess,,,
898,898,remarque,,,,,,,reaque,,,
899,899,pyroclastic,,,,,,,pyrrclastic,,,
900,900,linguistic,,,,,,,linguuisstic,,,
901,901,elaine,,,,,,,elanne,,,
902,902,amiable,,,,,,,amiaale,,,
903,903,wont,,,,,,,wntt,,,
904,904,exalt,,,,,,,exalltt,,,
905,905,hindrance,,,,,,,hinddrace,,,
906,906,seismic,,,,,,,simic,,,
907,907,etymology,,,,,,,ettymoloy,,,
908,908,seduce,,,,,,,seedue,,,
909,909,torrid,,,,,,,toriid,,,
910,910,flora,,,,,,,florraa,,,
911,911,optional,,,,,,,optina,,,
912,912,exhilarating,,,,,,,exhilaaratiing,,,
913,913,tenacity,,,,,,,tnacit,,,
914,914,condign,,,,,,,cnign,,,
915,915,impious,,,,,,,imous,,,
916,916,maniacal,,,,,,,maniaccaal,,,
917,917,reconnaissance,,,,,,,reconnaisssancee,,,
918,918,spurn,,,,,,,spurrnn,,,
919,919,plaintive,,,,,,,plaiinttive,,,
920,920,incarnate,,,,,,,incarrnte,,,
921,921,harry,,,,,,,harrrry,,,
922,922,parsimony,,,,,,,prsimmony,,,
923,923,derelict,,,,,,,derellic,,,
924,924,inflated,,,,,,,infllatted,,,
925,925,hygiene,,,,,,,hyygienee,,,
926,926,tacit,,,,,,,taaci,,,
927,927,cloister,,,,,,,clooisteer,,,
928,928,sheaf,,,,,,,shf,,,
929,929,defray,,,,,,,dffray,,,
930,930,aphorism,,,,,,,apphoriism,,,
931,931,predecessor,,,,,,,predecessso,,,
932,932,taint,,,,,,,taainnt,,,
933,933,skulk,,,,,,,skuullk,,,
934,934,outstrip,,,,,,,ousrip,,,
935,935,nevus,,,,,,,nevvuss,,,
936,936,ambrosia,,,,,,,amroosia,,,
937,937,gnosis,,,,,,,gnoosi,,,
938,938,affront,,,,,,,affrn,,,
939,939,chasten,,,,,,,chhsten,,,
940,940,mincing,,,,,,,miningg,,,
941,941,ornate,,,,,,,orntte,,,
942,942,accrue,,,,,,,acccre,,,
943,943,rousing,,,,,,,rouusig,,,
944,944,debauch,,,,,,,dbuch,,,
945,945,juggernaut,,,,,,,juggerut,,,
946,946,hibernal,,,,,,,hbernaal,,,
947,947,slapdash,,,,,,,slpdassh,,,
948,948,matriarch,,,,,,,matriarrh,,,
949,949,rhadamanthine,,,,,,,rhadamnthinne,,,
950,950,inerrancy,,,,,,,inrancy,,,
951,951,afterlife,,,,,,,afteerlifee,,,
952,952,glitter,,,,,,,gitterr,,,
953,953,theocracy,,,,,,,tocracy,,,
954,954,tinnient,,,,,,,tinieent,,,
955,955,stultify,,,,,,,stulttiy,,,
956,956,verdigris,,,,,,,verrdigrs,,,
957,957,solder,,,,,,,sodr,,,
958,958,inopportune,,,,,,,inoppotuune,,,
959,959,tribunal,,,,,,,trbnal,,,
960,960,ceremonious,,,,,,,ceremonouus,,,
961,961,dribble,,,,,,,dribbllee,,,
962,962,specious,,,,,,,speioous,,,
963,963,pore,,,,,,,porree,,,
964,964,declivity,,,,,,,declivvitty,,,
965,965,masochist,,,,,,,masohis,,,
966,966,economy,,,,,,,eoomy,,,
967,967,chameleon,,,,,,,chaameleonn,,,
968,968,chisel,,,,,,,chhiel,,,
969,969,whimsical,,,,,,,whimsiaal,,,
970,970,atone,,,,,,,atonn,,,
971,971,peer,,,,,,,ppeerer,,,
972,972,novelty,,,,,,,noovelt,,,
973,973,legato,,,,,,,lggato,,,
974,974,aesthetic,,,,,,,aestheettic,,,
975,975,adorn,,,,,,,adonn,,,
976,976,dowry,,,,,,,dowrr,,,
977,977,occident,,,,,,,occcidennt,,,
978,978,shirk,,,,,,,shhiirk,,,
979,979,glower,,,,,,,glwr,,,
980,980,lament,,,,,,,lamt,,,
981,981,degradation,,,,,,,deegrdation,,,
982,982,levity,,,,,,,leevit,,,
983,983,formication,,,,,,,formicatioonn,,,
984,984,abet,,,,,,,abbett,,,
985,985,ablaut,,,,,,,abaaut,,,
986,986,disputatious,,,,,,,diputatiouss,,,
987,987,irrefutable,,,,,,,irrefutabllee,,,
988,988,thrifty,,,,,,,thriify,,,
989,989,eerie,,,,,,,eeeri,,,
990,990,dog-bee,,,,,,,doog-beee,,,
991,991,sate,,,,,,,ssatete,,,
992,992,fecundity,,,,,,,fecuudity,,,
993,993,equanimity,,,,,,,euuanimity,,,
994,994,pronate,,,,,,,proonae,,,
995,995,swear-word,,,,,,,swer--word,,,
996,996,jettatura,,,,,,,jettaaturaa,,,
997,997,hermeneutics,,,,,,,hermeneuic,,,
